Timestamp,Log_Content,drain_template,named_template,parameters
Jun 12 00:07:45,combo ftpd[7720]: connection from 222.33.90.199 () at Sun Jun 12 00:07:45 2005,combo <*> connection from <*> () at <*> Jun <*> <*> 2005,combo ftpd<pid>: connection from <ip> () at Sun Jun 12 00:07:45 2005,"{""pid"": ""7720"", ""ip"": ""222.33.90.199""}"
Jun 12 00:07:45,combo ftpd[7714]: connection from 222.33.90.199 () at Sun Jun 12 00:07:45 2005,combo <*> connection from <*> () at <*> Jun <*> <*> 2005,combo ftpd<pid>: connection from <ip> () at Sun Jun 12 00:07:45 2005,"{""pid"": ""7714"", ""ip"": ""222.33.90.199""}"
Jun 12 00:07:45,combo ftpd[7709]: connection from 222.33.90.199 () at Sun Jun 12 00:07:45 2005,combo <*> connection from <*> () at <*> Jun <*> <*> 2005,combo ftpd<pid>: connection from <ip> () at Sun Jun 12 00:07:45 2005,"{""pid"": ""7709"", ""ip"": ""222.33.90.199""}"
Jun 12 00:07:45,combo ftpd[7711]: connection from 222.33.90.199 () at Sun Jun 12 00:07:45 2005,combo <*> connection from <*> () at <*> Jun <*> <*> 2005,combo ftpd<pid>: connection from <ip> () at Sun Jun 12 00:07:45 2005,"{""pid"": ""7711"", ""ip"": ""222.33.90.199""}"
Jun 12 00:07:45,combo ftpd[7710]: connection from 222.33.90.199 () at Sun Jun 12 00:07:45 2005,combo <*> connection from <*> () at <*> Jun <*> <*> 2005,combo ftpd<pid>: connection from <ip> () at Sun Jun 12 00:07:45 2005,"{""pid"": ""7710"", ""ip"": ""222.33.90.199""}"
Jun 12 00:07:45,combo ftpd[7712]: connection from 222.33.90.199 () at Sun Jun 12 00:07:45 2005,combo <*> connection from <*> () at <*> Jun <*> <*> 2005,combo ftpd<pid>: connection from <ip> () at Sun Jun 12 00:07:45 2005,"{""pid"": ""7712"", ""ip"": ""222.33.90.199""}"
Jun 12 00:07:45,combo ftpd[7713]: connection from 222.33.90.199 () at Sun Jun 12 00:07:45 2005,combo <*> connection from <*> () at <*> Jun <*> <*> 2005,combo ftpd<pid>: connection from <ip> () at Sun Jun 12 00:07:45 2005,"{""pid"": ""7713"", ""ip"": ""222.33.90.199""}"
Jun 12 00:07:45,combo ftpd[7716]: connection from 222.33.90.199 () at Sun Jun 12 00:07:45 2005,combo <*> connection from <*> () at <*> Jun <*> <*> 2005,combo ftpd<pid>: connection from <ip> () at Sun Jun 12 00:07:45 2005,"{""pid"": ""7716"", ""ip"": ""222.33.90.199""}"
Jun 12 00:07:45,combo ftpd[7717]: connection from 222.33.90.199 () at Sun Jun 12 00:07:45 2005,combo <*> connection from <*> () at <*> Jun <*> <*> 2005,combo ftpd<pid>: connection from <ip> () at Sun Jun 12 00:07:45 2005,"{""pid"": ""7717"", ""ip"": ""222.33.90.199""}"
Jun 12 00:07:45,combo ftpd[7715]: connection from 222.33.90.199 () at Sun Jun 12 00:07:45 2005,combo <*> connection from <*> () at <*> Jun <*> <*> 2005,combo ftpd<pid>: connection from <ip> () at Sun Jun 12 00:07:45 2005,"{""pid"": ""7715"", ""ip"": ""222.33.90.199""}"
Jun 12 00:07:46,combo ftpd[7728]: connection from 222.33.90.199 () at Sun Jun 12 00:07:46 2005,combo <*> connection from <*> () at <*> Jun <*> <*> 2005,combo ftpd<pid>: connection from <ip> () at Sun Jun 12 00:07:46 2005,"{""pid"": ""7728"", ""ip"": ""222.33.90.199""}"
Jun 12 00:07:46,combo ftpd[7729]: connection from 222.33.90.199 () at Sun Jun 12 00:07:46 2005,combo <*> connection from <*> () at <*> Jun <*> <*> 2005,combo ftpd<pid>: connection from <ip> () at Sun Jun 12 00:07:46 2005,"{""pid"": ""7729"", ""ip"": ""222.33.90.199""}"
Jun 12 00:07:46,combo ftpd[7730]: connection from 222.33.90.199 () at Sun Jun 12 00:07:46 2005,combo <*> connection from <*> () at <*> Jun <*> <*> 2005,combo ftpd<pid>: connection from <ip> () at Sun Jun 12 00:07:46 2005,"{""pid"": ""7730"", ""ip"": ""222.33.90.199""}"
Jun 12 00:07:46,combo ftpd[7727]: connection from 222.33.90.199 () at Sun Jun 12 00:07:46 2005,combo <*> connection from <*> () at <*> Jun <*> <*> 2005,combo ftpd<pid>: connection from <ip> () at Sun Jun 12 00:07:46 2005,"{""pid"": ""7727"", ""ip"": ""222.33.90.199""}"
Jun 12 00:07:46,combo ftpd[7731]: connection from 222.33.90.199 () at Sun Jun 12 00:07:46 2005,combo <*> connection from <*> () at <*> Jun <*> <*> 2005,combo ftpd<pid>: connection from <ip> () at Sun Jun 12 00:07:46 2005,"{""pid"": ""7731"", ""ip"": ""222.33.90.199""}"
Jun 12 01:12:13,combo sshd(pam_unix)[7822]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=218.188.2.4  user=test,combo <*> authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= <*> <*>,combo sshd(pam_unix)<pid>: authentication failure; logname= uid=0 euid=0 tty=NODEVssh r<user> <rhost>  <user>,"{""pid"": ""7822"", ""rhost"": ""218.188.2.4"", ""user"": """", ""ip"": ""218.188.2.4""}"
Jun 12 01:12:13,combo sshd(pam_unix)[7823]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=218.188.2.4  user=test,combo <*> authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= <*> <*>,combo sshd(pam_unix)<pid>: authentication failure; logname= uid=0 euid=0 tty=NODEVssh r<user> <rhost>  <user>,"{""pid"": ""7823"", ""rhost"": ""218.188.2.4"", ""user"": """", ""ip"": ""218.188.2.4""}"
Jun 12 01:12:13,combo sshd(pam_unix)[7821]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=218.188.2.4  user=test,combo <*> authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= <*> <*>,combo sshd(pam_unix)<pid>: authentication failure; logname= uid=0 euid=0 tty=NODEVssh r<user> <rhost>  <user>,"{""pid"": ""7821"", ""rhost"": ""218.188.2.4"", ""user"": """", ""ip"": ""218.188.2.4""}"
Jun 12 01:12:14,combo sshd(pam_unix)[7826]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=218.188.2.4  user=test,combo <*> authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= <*> <*>,combo sshd(pam_unix)<pid>: authentication failure; logname= uid=0 euid=0 tty=NODEVssh r<user> <rhost>  <user>,"{""pid"": ""7826"", ""rhost"": ""218.188.2.4"", ""user"": """", ""ip"": ""218.188.2.4""}"
Jun 12 01:12:14,combo sshd(pam_unix)[7828]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=218.188.2.4  user=test,combo <*> authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= <*> <*>,combo sshd(pam_unix)<pid>: authentication failure; logname= uid=0 euid=0 tty=NODEVssh r<user> <rhost>  <user>,"{""pid"": ""7828"", ""rhost"": ""218.188.2.4"", ""user"": """", ""ip"": ""218.188.2.4""}"
Jun 12 01:12:17,combo sshd(pam_unix)[7831]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=218.188.2.4  user=test,combo <*> authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= <*> <*>,combo sshd(pam_unix)<pid>: authentication failure; logname= uid=0 euid=0 tty=NODEVssh r<user> <rhost>  <user>,"{""pid"": ""7831"", ""rhost"": ""218.188.2.4"", ""user"": """", ""ip"": ""218.188.2.4""}"
Jun 12 01:12:18,combo sshd(pam_unix)[7832]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=218.188.2.4  user=test,combo <*> authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= <*> <*>,combo sshd(pam_unix)<pid>: authentication failure; logname= uid=0 euid=0 tty=NODEVssh r<user> <rhost>  <user>,"{""pid"": ""7832"", ""rhost"": ""218.188.2.4"", ""user"": """", ""ip"": ""218.188.2.4""}"
Jun 12 01:12:21,combo sshd(pam_unix)[7835]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=218.188.2.4  user=test,combo <*> authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= <*> <*>,combo sshd(pam_unix)<pid>: authentication failure; logname= uid=0 euid=0 tty=NODEVssh r<user> <rhost>  <user>,"{""pid"": ""7835"", ""rhost"": ""218.188.2.4"", ""user"": """", ""ip"": ""218.188.2.4""}"
Jun 12 01:12:22,combo sshd(pam_unix)[7837]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=218.188.2.4  user=test,combo <*> authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= <*> <*>,combo sshd(pam_unix)<pid>: authentication failure; logname= uid=0 euid=0 tty=NODEVssh r<user> <rhost>  <user>,"{""pid"": ""7837"", ""rhost"": ""218.188.2.4"", ""user"": """", ""ip"": ""218.188.2.4""}"
Jun 12 01:12:22,combo sshd(pam_unix)[7839]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=218.188.2.4  user=test,combo <*> authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= <*> <*>,combo sshd(pam_unix)<pid>: authentication failure; logname= uid=0 euid=0 tty=NODEVssh r<user> <rhost>  <user>,"{""pid"": ""7839"", ""rhost"": ""218.188.2.4"", ""user"": """", ""ip"": ""218.188.2.4""}"
Jun 12 01:12:27,combo sshd(pam_unix)[7841]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=218.188.2.4  user=test,combo <*> authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= <*> <*>,combo sshd(pam_unix)<pid>: authentication failure; logname= uid=0 euid=0 tty=NODEVssh r<user> <rhost>  <user>,"{""pid"": ""7841"", ""rhost"": ""218.188.2.4"", ""user"": """", ""ip"": ""218.188.2.4""}"
Jun 12 01:15:17,combo sshd(pam_unix)[7847]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=218.188.2.4  user=test,combo <*> authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= <*> <*>,combo sshd(pam_unix)<pid>: authentication failure; logname= uid=0 euid=0 tty=NODEVssh r<user> <rhost>  <user>,"{""pid"": ""7847"", ""rhost"": ""218.188.2.4"", ""user"": """", ""ip"": ""218.188.2.4""}"
Jun 12 01:15:23,combo sshd(pam_unix)[7849]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=218.188.2.4  user=test,combo <*> authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= <*> <*>,combo sshd(pam_unix)<pid>: authentication failure; logname= uid=0 euid=0 tty=NODEVssh r<user> <rhost>  <user>,"{""pid"": ""7849"", ""rhost"": ""218.188.2.4"", ""user"": """", ""ip"": ""218.188.2.4""}"
Jun 12 02:30:22,combo sshd(pam_unix)[7954]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=211.46.241.200  user=guest,combo <*> authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= <*> <*>,combo sshd(pam_unix)<pid>: authentication failure; logname= uid=0 euid=0 tty=NODEVssh r<user> <rhost>  <user>,"{""pid"": ""7954"", ""rhost"": ""211.46.241.200"", ""user"": """", ""ip"": ""211.46.241.200""}"
Jun 12 04:04:06,combo su(pam_unix)[8486]: session opened for user cyrus by (uid=0),combo <*> session opened for user <*> by (uid=0),combo su(pam_unix)<pid>: session opened for user cyrus by (uid=0),"{""pid"": ""8486""}"
Jun 12 04:04:07,combo su(pam_unix)[8486]: session closed for user cyrus,combo <*> session closed for user <*>,combo su(pam_unix)<pid>: session closed for user cyrus,"{""pid"": ""8486""}"
Jun 12 04:10:11,combo su(pam_unix)[9084]: session opened for user news by (uid=0),combo <*> session opened for user <*> by (uid=0),combo su(pam_unix)<pid>: session opened for user news by (uid=0),"{""pid"": ""9084""}"
Jun 12 04:10:11,combo su(pam_unix)[9084]: session closed for user news,combo <*> session closed for user <*>,combo su(pam_unix)<pid>: session closed for user news,"{""pid"": ""9084""}"
Jun 12 05:21:33,combo sshd(pam_unix)[12286]: session opened for user test by (uid=509),combo <*> session opened for user <*> by <*>,combo sshd(pam_unix)<pid>: session opened for user test by (uid=509),"{""pid"": ""12286""}"
Jun 12 05:24:13,combo sshd(pam_unix)[12286]: session closed for user test,combo <*> session closed for user <*>,combo sshd(pam_unix)<pid>: session closed for user test,"{""pid"": ""12286""}"
Jun 12 14:10:40,combo sshd(pam_unix)[13105]: check pass; user unknown,combo <*> check pass; user unknown,combo <pid> check pass; user unknown,"{""pid"": ""13105""}"
Jun 12 14:10:40,combo sshd(pam_unix)[13107]: check pass; user unknown,combo <*> check pass; user unknown,combo <pid> check pass; user unknown,"{""pid"": ""13107""}"
Jun 12 14:10:42,combo sshd(pam_unix)[13109]: check pass; user unknown,combo <*> check pass; user unknown,combo <pid> check pass; user unknown,"{""pid"": ""13109""}"
Jun 12 14:10:44,combo sshd(pam_unix)[13112]: check pass; user unknown,combo <*> check pass; user unknown,combo <pid> check pass; user unknown,"{""pid"": ""13112""}"
Jun 12 14:10:44,combo sshd(pam_unix)[13111]: check pass; user unknown,combo <*> check pass; user unknown,combo <pid> check pass; user unknown,"{""pid"": ""13111""}"
Jun 12 14:10:46,combo sshd(pam_unix)[13115]: check pass; user unknown,combo <*> check pass; user unknown,combo <pid> check pass; user unknown,"{""pid"": ""13115""}"
Jun 12 14:10:46,combo sshd(pam_unix)[13116]: check pass; user unknown,combo <*> check pass; user unknown,combo <pid> check pass; user unknown,"{""pid"": ""13116""}"
Jun 12 14:10:49,combo sshd(pam_unix)[13119]: check pass; user unknown,combo <*> check pass; user unknown,combo <pid> check pass; user unknown,"{""pid"": ""13119""}"
Jun 12 14:10:50,combo sshd(pam_unix)[13121]: check pass; user unknown,combo <*> check pass; user unknown,combo <pid> check pass; user unknown,"{""pid"": ""13121""}"
Jun 12 14:10:50,combo sshd(pam_unix)[13122]: check pass; user unknown,combo <*> check pass; user unknown,combo <pid> check pass; user unknown,"{""pid"": ""13122""}"
Jun 12 14:10:52,combo sshd(pam_unix)[13125]: check pass; user unknown,combo <*> check pass; user unknown,combo <pid> check pass; user unknown,"{""pid"": ""13125""}"
Jun 12 14:10:52,combo sshd(pam_unix)[13126]: check pass; user unknown,combo <*> check pass; user unknown,combo <pid> check pass; user unknown,"{""pid"": ""13126""}"
Jun 12 14:10:54,combo sshd(pam_unix)[13129]: check pass; user unknown,combo <*> check pass; user unknown,combo <pid> check pass; user unknown,"{""pid"": ""13129""}"
Jun 13 02:01:27,combo ftpd[14124]: connection from 61.218.67.60 (mail.net-star.com.tw) at Mon Jun 13 02:01:27 2005,combo <*> connection from <*> <*> at <*> Jun <*> <*> 2005,combo ftpd<pid>: connection from <ip> (mail.net-star.com.tw) at Mon Jun 13 02:01:27 2005,"{""pid"": ""14124"", ""ip"": ""61.218.67.60""}"
Jun 13 02:01:27,combo ftpd[14123]: connection from 61.218.67.60 (mail.net-star.com.tw) at Mon Jun 13 02:01:27 2005,combo <*> connection from <*> <*> at <*> Jun <*> <*> 2005,combo ftpd<pid>: connection from <ip> (mail.net-star.com.tw) at Mon Jun 13 02:01:27 2005,"{""pid"": ""14123"", ""ip"": ""61.218.67.60""}"
Jun 13 02:01:27,combo ftpd[14122]: connection from 61.218.67.60 (mail.net-star.com.tw) at Mon Jun 13 02:01:27 2005,combo <*> connection from <*> <*> at <*> Jun <*> <*> 2005,combo ftpd<pid>: connection from <ip> (mail.net-star.com.tw) at Mon Jun 13 02:01:27 2005,"{""pid"": ""14122"", ""ip"": ""61.218.67.60""}"
Jun 13 02:01:27,combo ftpd[14125]: connection from 61.218.67.60 (mail.net-star.com.tw) at Mon Jun 13 02:01:27 2005,combo <*> connection from <*> <*> at <*> Jun <*> <*> 2005,combo ftpd<pid>: connection from <ip> (mail.net-star.com.tw) at Mon Jun 13 02:01:27 2005,"{""pid"": ""14125"", ""ip"": ""61.218.67.60""}"
Jun 13 02:01:27,combo ftpd[14119]: connection from 61.218.67.60 (mail.net-star.com.tw) at Mon Jun 13 02:01:27 2005,combo <*> connection from <*> <*> at <*> Jun <*> <*> 2005,combo ftpd<pid>: connection from <ip> (mail.net-star.com.tw) at Mon Jun 13 02:01:27 2005,"{""pid"": ""14119"", ""ip"": ""61.218.67.60""}"
Jun 13 02:01:27,combo ftpd[14120]: connection from 61.218.67.60 (mail.net-star.com.tw) at Mon Jun 13 02:01:27 2005,combo <*> connection from <*> <*> at <*> Jun <*> <*> 2005,combo ftpd<pid>: connection from <ip> (mail.net-star.com.tw) at Mon Jun 13 02:01:27 2005,"{""pid"": ""14120"", ""ip"": ""61.218.67.60""}"
Jun 13 02:01:27,combo ftpd[14114]: connection from 61.218.67.60 (mail.net-star.com.tw) at Mon Jun 13 02:01:27 2005,combo <*> connection from <*> <*> at <*> Jun <*> <*> 2005,combo ftpd<pid>: connection from <ip> (mail.net-star.com.tw) at Mon Jun 13 02:01:27 2005,"{""pid"": ""14114"", ""ip"": ""61.218.67.60""}"
Jun 13 02:01:27,combo ftpd[14116]: connection from 61.218.67.60 (mail.net-star.com.tw) at Mon Jun 13 02:01:27 2005,combo <*> connection from <*> <*> at <*> Jun <*> <*> 2005,combo ftpd<pid>: connection from <ip> (mail.net-star.com.tw) at Mon Jun 13 02:01:27 2005,"{""pid"": ""14116"", ""ip"": ""61.218.67.60""}"
Jun 13 02:01:27,combo ftpd[14117]: connection from 61.218.67.60 (mail.net-star.com.tw) at Mon Jun 13 02:01:27 2005,combo <*> connection from <*> <*> at <*> Jun <*> <*> 2005,combo ftpd<pid>: connection from <ip> (mail.net-star.com.tw) at Mon Jun 13 02:01:27 2005,"{""pid"": ""14117"", ""ip"": ""61.218.67.60""}"
Jun 13 02:01:27,combo ftpd[14121]: connection from 61.218.67.60 (mail.net-star.com.tw) at Mon Jun 13 02:01:27 2005,combo <*> connection from <*> <*> at <*> Jun <*> <*> 2005,combo ftpd<pid>: connection from <ip> (mail.net-star.com.tw) at Mon Jun 13 02:01:27 2005,"{""pid"": ""14121"", ""ip"": ""61.218.67.60""}"
Jun 13 02:01:27,combo ftpd[14115]: connection from 61.218.67.60 (mail.net-star.com.tw) at Mon Jun 13 02:01:27 2005,combo <*> connection from <*> <*> at <*> Jun <*> <*> 2005,combo ftpd<pid>: connection from <ip> (mail.net-star.com.tw) at Mon Jun 13 02:01:27 2005,"{""pid"": ""14115"", ""ip"": ""61.218.67.60""}"
Jun 13 02:01:27,combo ftpd[14118]: connection from 61.218.67.60 (mail.net-star.com.tw) at Mon Jun 13 02:01:27 2005,combo <*> connection from <*> <*> at <*> Jun <*> <*> 2005,combo ftpd<pid>: connection from <ip> (mail.net-star.com.tw) at Mon Jun 13 02:01:27 2005,"{""pid"": ""14118"", ""ip"": ""61.218.67.60""}"
Jun 13 02:01:27,combo ftpd[14110]: connection from 61.218.67.60 (mail.net-star.com.tw) at Mon Jun 13 02:01:27 2005,combo <*> connection from <*> <*> at <*> Jun <*> <*> 2005,combo ftpd<pid>: connection from <ip> (mail.net-star.com.tw) at Mon Jun 13 02:01:27 2005,"{""pid"": ""14110"", ""ip"": ""61.218.67.60""}"
Jun 13 02:01:27,combo ftpd[14109]: connection from 61.218.67.60 (mail.net-star.com.tw) at Mon Jun 13 02:01:27 2005,combo <*> connection from <*> <*> at <*> Jun <*> <*> 2005,combo ftpd<pid>: connection from <ip> (mail.net-star.com.tw) at Mon Jun 13 02:01:27 2005,"{""pid"": ""14109"", ""ip"": ""61.218.67.60""}"
Jun 13 02:01:27,combo ftpd[14111]: connection from 61.218.67.60 (mail.net-star.com.tw) at Mon Jun 13 02:01:27 2005,combo <*> connection from <*> <*> at <*> Jun <*> <*> 2005,combo ftpd<pid>: connection from <ip> (mail.net-star.com.tw) at Mon Jun 13 02:01:27 2005,"{""pid"": ""14111"", ""ip"": ""61.218.67.60""}"
Jun 13 02:01:27,combo ftpd[14112]: connection from 61.218.67.60 (mail.net-star.com.tw) at Mon Jun 13 02:01:27 2005,combo <*> connection from <*> <*> at <*> Jun <*> <*> 2005,combo ftpd<pid>: connection from <ip> (mail.net-star.com.tw) at Mon Jun 13 02:01:27 2005,"{""pid"": ""14112"", ""ip"": ""61.218.67.60""}"
Jun 13 02:01:27,combo ftpd[14113]: connection from 61.218.67.60 (mail.net-star.com.tw) at Mon Jun 13 02:01:27 2005,combo <*> connection from <*> <*> at <*> Jun <*> <*> 2005,combo ftpd<pid>: connection from <ip> (mail.net-star.com.tw) at Mon Jun 13 02:01:27 2005,"{""pid"": ""14113"", ""ip"": ""61.218.67.60""}"
Jun 13 02:01:28,combo ftpd[14126]: connection from 61.218.67.60 (mail.net-star.com.tw) at Mon Jun 13 02:01:28 2005,combo <*> connection from <*> <*> at <*> Jun <*> <*> 2005,combo ftpd<pid>: connection from <ip> (mail.net-star.com.tw) at Mon Jun 13 02:01:28 2005,"{""pid"": ""14126"", ""ip"": ""61.218.67.60""}"
